path,source,source_label,class
Acne/acne_dataset_pigmentation_0_4419.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8262.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3969.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3513.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_image.jpg.074f5bf4398673d5345e34a77d26f2f8.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_R (17).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_2 1(1)1 - Copy.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_OIP (26).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_teenage-skin-problems-183876012-5a245c86494ec900372b6366 (2).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8865.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6641.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6945.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_2916.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_600.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4054.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_909.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_1454.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6910.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_75.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3448.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9800.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_CAF0CFD3-2031-406B-AC2B-A6F705460942.jpeg.94c4004c499ca00916a86e30c7f9fd88.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6099.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5474.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_2483.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4467.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_GettyImages-552992761_header-1024x575.png,acne_dataset,Acne,Acne
Acne/acne_dataset_OIP (20).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3700.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9953.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4620.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7937.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_R (18).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7683.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7643.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4598.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_4869DD4600000578-0-image-a-8_1516564527722.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8643.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_resize.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9261.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5719.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_1090.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_20190716_191036.jpg.705bf02f23326951059a91a967959d07.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_R (29).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_acne_treatment_kaliterna1.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_2 (12)1.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8108.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6345.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8641.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7043.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_07RosaceaOK08280631.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6446.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_2196.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3668.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3819.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_304.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_looking-at-acne-skin-800x534.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6648.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_R (1).png,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8084.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_R (8).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_2051.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5801.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5533.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3273.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3040.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_774.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_2467.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3762.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_OIP (10).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9335.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_acne-closed-comedo-0031.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7607.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7828.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5080.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7989.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_2311.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_IMG_3366.JPG.799f3d13a535a94016ba39c390b09efa.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_parasites-living-under-the-skin-of-the-person-1.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_C0018498-Acne.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_ce2c6b00013e52753f1212cdcf2efe76.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7924.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9004.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6919.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_R (4).png,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9821.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9245.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_R (42).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6510.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_acne-closed-comedo-51.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_110.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7385.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_acne-closed-comedo-91.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5677.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7261.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9401.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6420.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_2315.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_2 (2)1.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_24.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7993.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_hqdefault.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_54a279bcec5a872af278da1d9a9f7337--clear-skin-acne1 - Copy.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5342.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4288.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5890.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_20_before1.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_651.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6975.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_R.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6488.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_907.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3247.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3742.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_2 (7).jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_1805.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_302.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_2370.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9099.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_498.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_2292.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7239.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4269.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_1734.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9186.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_2061.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7599.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_932.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4398.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_Acne-cyst-1-150x150.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5438.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7759.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4942.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_417.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_119.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_1633.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3688.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_post-367514-0-31768100-1387921341.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5948.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_acne (1).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_241b000fa0e0caf8cf8ac4b29137af481 - Copy.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9333.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_27.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_719.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_R (6).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5928.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5950.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9282.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4377.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_acne-vulgaris-pictures-61.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_2130.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_acne_treatment1.png,acne_dataset,Acne,Acne
Acne/acne_dataset_766x415_Accutane_Side_Effects1.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_What-is-Cystic-Acne-and-Why-is-It-Caused (1).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_31.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6548.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7613.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_R (44).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8780.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_2 (2).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_24.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4873.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8363.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9661.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_2408.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_how-to-get-rid-of-acne.png,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_2515.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_1564.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4345.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5201.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_2 (53).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6785.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7237.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_OIP (29).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3664.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_OIP (23).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7281.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3092.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9378.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7062.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9314.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4214.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_acnescar-face_right-1080-110.png,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6887.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_2841.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_OIP (3).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_125.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4028.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3507.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5748.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_How-I-Cleared-My-Acne2.png,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8654.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8839.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_215.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5227.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3745.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_maxresdefault (1).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3519.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_1492.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_ca_ss_sb22223_121380.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_16.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_17.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_glitter_nails_touching_acne_forehead-1200x628-FACEBOOK.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_1291.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_2ff3b83bb9bdfec054e2c2273f02c8c6 - Copy.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4756.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_880.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_acne-face_f_500x250.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_205841.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_1590.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7677.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_62.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4179.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_6f47313bb4aa44647c80e46385336467.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6264.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_20181225_191537.jpg.923b0605b45be754fbbed9051a9bea5e1.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4192.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_2 (4)1.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8745.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9862.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_tumblr_npa77rk2UW1r8l3gko1_400.png,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8571.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_image.jpg.e82341306e199844c244558307a055e0.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8361.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_3878.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_1997.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7136.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7264.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5484.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_422.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_R (3).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_acne1.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_32212176-8650569-image-a-10_1598002142635111 - Copy.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7835.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_acne-closed-comedo-61.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8148.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_254.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7952.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_4527.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8793.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pc438phx95i41 (1).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5145.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6087.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_147.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_2327210.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_7b5781acbf8cf3ef59928bf1fd56df9eC!r23ac1983a0274adecccb505518971ace.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5593.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8107.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_file.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_6630.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_OIP (1).jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_5436.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_292.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_29.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_EWzV7k5Gy.5yjsFf8.Y5kQ_m.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8525.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_7e7bc824b57675c0ccea09d48a46f038.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_8864.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_9954.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_07RosaceaFulFAce1 - Copy.jpg,acne_dataset,Acne,Acne
Acne/acne_dataset_pigmentation_0_7177.jpeg,acne_dataset,Acne,Acne
Acne/acne_dataset_OIP (25).jpg,acne_dataset,Acne,Acne
